site_key,name_en,unesco_id,category,criteria_display,criteria_count,countries,region,continent,latitude,longitude,inscription_year,inscription_decade,age_years,is_transboundary,is_endangered,area_hectares,has_image,components_count,geographic_type,unesco_url,description_en
archaeological_area_and_the_patriarchal_basilica_of_aquileia,Archaeological Area and the Patriarchal Basilica of Aquileia,825,Cultural,(iii)(iv),2,ITA,Europe and North America,Europe,,,1998,1990s,27,False,False,155.43,True,1,Cultural Landscape,https://whc.unesco.org/en/list/825,"Aquileia (in Friuli-Venezia Giulia), one of the largest and wealthiest cities of the Early Roman Empire, was destroyed by Attila in the mid-5th century. Most of it still lies unexcavated beneath the fields, and as such it constitutes the greatest archaeological reserve of its kind. The patriarchal basilica, an outstanding building with an exceptional mosaic pavement, played a key role in the evangelization of a large region of central Europe."
the_porticoes_of_bologna,The Porticoes of Bologna,1650,Cultural,(iv),1,ITA,Europe and North America,Europe,,,2021,2020s,4,False,False,52.18,True,12,Urban,https://whc.unesco.org/en/list/1650,"The serial property comprises twelve component parts consisting of ensembles of porticoes and their surrounding built areas, located within the Municipality of Bologna from the 12th century to the present. These portico ensembles are considered to be the most representative among city’s porticoes, which cover a total stretch of 62 km. Some of the porticoes are built of wood, others of stone or brick, as well as reinforced concrete, covering roads, squares, paths and walkways, either on one or bo"
archaeological_area_of_agrigento,Archaeological Area of Agrigento,831,Cultural,(i)(ii)(iii)(iv),4,ITA,Europe and North America,Europe,,,1997,1990s,28,False,False,934,True,1,Urban,https://whc.unesco.org/en/list/831,"Founded as a Greek colony in the 6th century B.C., Agrigento became one of the leading cities in the Mediterranean world. Its supremacy and pride are demonstrated by the remains of the magnificent Doric temples that dominate the ancient town, much of which still lies intact under today's fields and orchards. Selected excavated areas throw light on the later Hellenistic and Roman town and the burial practices of its early Christian inhabitants."
castel_del_monte,Castel del Monte,398,Cultural,(i)(ii)(iii),3,ITA,Europe and North America,Europe,,,1996,1990s,29,False,False,3.1,True,1,Cultural Landscape,https://whc.unesco.org/en/list/398,"When the Emperor Frederick II built this castle near Bari in the 13th century, he imbued it with symbolic significance, as reflected in the location, the mathematical and astronomical precision of the layout and the perfectly regular shape. A unique piece of medieval military architecture, Castel del Monte is a successful blend of elements from classical antiquity, the Islamic Orient and north European Cistercian Gothic."
assisi_the_basilica_of_san_francesco_and_other_franciscan_sites,"Assisi, the Basilica of San Francesco and Other Franciscan Sites",990,Cultural,(i)(ii)(iii)(iv),4,ITA,Europe and North America,Europe,,,2000,2000s,25,False,False,14563.25,True,2,Urban,https://whc.unesco.org/en/list/990,"Assisi, a medieval city built on a hill, is the birthplace of Saint Francis, closely associated with the work of the Franciscan Order. Its medieval art masterpieces, such as the Basilica of San Francesco and paintings by Cimabue, Pietro Lorenzetti, Simone Martini and Giotto, have made Assisi a fundamental reference point for the development of Italian and European art and architecture."
city_of_vicenza_and_the_palladian_villas_of_the_veneto,City of Vicenza and the Palladian Villas of the Veneto,712,Cultural,(i)(ii),2,ITA,Europe and North America,Europe,,,1994,1990s,31,False,False,333.87,True,25,Urban,https://whc.unesco.org/en/list/712,"Founded in the 2nd century B.C. in northern Italy, Vicenza prospered under Venetian rule from the early 15th to the end of the 18th century. The work of Andrea Palladio (1508–80), based on a detailed study of classical Roman architecture, gives the city its unique appearance. Palladio's urban buildings, as well as his villas, scattered throughout the Veneto region, had a decisive influence on the development of architecture. His work inspired a distinct architectural style known as Palladian, wh"
evaporitic_karst_and_caves_of_northern_apennines,Evaporitic Karst and Caves of Northern Apennines,1692,Natural,(viii),1,ITA,Europe and North America,Europe,,,2023,2020s,2,False,False,3680,True,9,Natural Landscape,https://whc.unesco.org/en/list/1692,"This serial property is an unusually well-preserved and extensive epigenic gypsum karst terrain. It includes a very high density of caves: over 900 caves in a relatively small area, with over 100 km of caves in total. It is the first and the best studied evaporitic karst in the world, with academic work beginning in the 16th century. It also includes some of the deepest gypsum caves in existence, reaching 265 meters below the surface."
early_christian_monuments_of_ravenna,Early Christian Monuments of Ravenna,788,Cultural,(i)(ii)(iii)(iv),4,ITA,Europe and North America,Europe,,,1996,1990s,29,False,False,1.32,True,8,Coastal,https://whc.unesco.org/en/list/788,"Ravenna was the seat of the Roman Empire in the 5th century and then of Byzantine Italy until the 8th century. It has a unique collection of early Christian mosaics and monuments. All eight buildings – the Mausoleum of Galla Placidia, the Neonian Baptistery, the Basilica of Sant'Apollinare Nuovo, the Arian Baptistery, the Archiepiscopal Chapel, the Mausoleum of Theodoric, the Church of San Vitale and the Basilica of Sant'Apollinare in Classe – were constructed in the 5th and 6th centuries. They "
historic_centre_of_siena,Historic Centre of Siena,717,Cultural,(i)(ii)(iv),3,ITA,Europe and North America,Europe,,,1995,1990s,30,False,False,170,True,1,Urban,https://whc.unesco.org/en/list/717,"Siena is the embodiment of a medieval city. Its inhabitants pursued their rivalry with Florence right into the area of urban planning. Throughout the centuries, they preserved their city's Gothic appearance, acquired between the 12th and 15th centuries. During this period the work of Duccio, the Lorenzetti brothers and Simone Martini was to influence the course of Italian and, more broadly, European art. The whole city of Siena, built around the Piazza del Campo, was devised as a work of art tha"
paduas_fourteenth_century_fresco_cycles,Padua’s fourteenth-century fresco cycles,1623,Cultural,(ii),1,ITA,Europe and North America,Europe,,,2021,2020s,4,False,False,19.96,True,4,Urban,https://whc.unesco.org/en/list/1623,"This property is composed of eight religious and secular building complexes, within the historic walled city of Padua, which house a selection of fresco cycles painted between 1302 and 1397 by different artists for different types of patron and within buildings of diverse functions. Nevertheless, the frescos maintain a unity of style and content. They include Giotto’s Scrovegni Chapel fresco cycle, considered to have marked the beginning of a revolutionary development in the history of mural pai"
monte_san_giorgio,Monte San Giorgio,1090,Natural,(viii),1,"ITA, CHE",Europe and North America,Europe,,,2003,2000s,22,True,False,1089.34,True,1,Mountain,https://whc.unesco.org/en/list/1090,"The pyramid-shaped, wooded mountain of Monte San Giorgio beside Lake Lugano is regarded as the best fossil record of marine life from the Triassic Period (245–230 million years ago). The sequence records life in a tropical lagoon environment, sheltered and partially separated from the open sea by an offshore reef. Diverse marine life flourished within this lagoon, including reptiles, fish, bivalves, ammonites, echinoderms and crustaceans. Because the lagoon was near land, the remains also includ"
rhaetian_railway_in_the_albula_bernina_landscapes,Rhaetian Railway in the Albula / Bernina Landscapes,1276,Cultural,(ii)(iv),2,"ITA, CHE",Europe and North America,Europe,,,2008,2000s,17,True,False,152.42,True,1,Mountain,https://whc.unesco.org/en/list/1276,"Rhaetian Railway in the Albula / Bernina Landscapes, brings together two historic railway lines that cross the Swiss Alps through two passes. Opened in 1904, the Albula line in the north western part of the property is 67 km long. It features an impressive set of structures including 42 tunnels and covered galleries and 144 viaducts and bridges. The 61 km Bernina pass line features 13 tunnels and galleries and 52 viaducts and bridges. The property is exemplary of the use of the railway to overco"
the_sassi_and_the_park_of_the_rupestrian_churches_of_matera,The Sassi and the Park of the Rupestrian Churches of Matera,670,Cultural,(iii)(iv)(v),3,ITA,Europe and North America,Europe,,,1993,1990s,32,False,False,1016,True,1,Cultural Landscape,https://whc.unesco.org/en/list/670,"This is the most outstanding, intact example of a troglodyte settlement in the Mediterranean region, perfectly adapted to its terrain and ecosystem. The first inhabited zone dates from the Palaeolithic, while later settlements illustrate a number of significant stages in human history. Matera is in the southern region of Basilicata."
villa_romana_del_casale,Villa Romana del Casale,832,Cultural,(i)(ii)(iii),3,ITA,Europe and North America,Europe,,,1997,1990s,28,False,False,8.92,True,1,Cultural Landscape,https://whc.unesco.org/en/list/832,"Roman exploitation of the countryside is symbolized by the Villa Romana del Casale (in Sicily), the centre of the large estate upon which the rural economy of the Western Empire was based. The villa is one of the most luxurious of its kind. It is especially noteworthy for the richness and quality of the mosaics which decorate almost every room; they are the finest mosaics in situ anywhere in the Roman world."
villa_adriana_tivoli,Villa Adriana (Tivoli),907,Cultural,(i)(ii)(iii),3,ITA,Europe and North America,Europe,,,1999,1990s,26,False,False,80,True,1,Urban,https://whc.unesco.org/en/list/907,"The Villa Adriana (at Tivoli, near Rome) is an exceptional complex of classical buildings created in the 2nd century A.D. by the Roman emperor Hadrian. It combines the best elements of the architectural heritage of Egypt, Greece and Rome in the form of an 'ideal city'."
amami_oshima_island_tokunoshima_island_northern_part_of_okinawa_island_and_iriomote_island,"Amami-Oshima Island, Tokunoshima Island, Northern part of Okinawa Island, and Iriomote Island",1574,Natural,(x),1,JPN,Asia and the Pacific,Unknown,,,2021,2020s,4,False,False,42698,True,5,Coastal,https://whc.unesco.org/en/list/1574,"Encompassing 42,698 hectares of subtropical rainforests on four islands on a chain located in the southwest of Japan, the serial site forms an arc on the boundary of the East China Sea and Philippine Sea whose highest point, Mount Yuwandake on Amami-Oshima Island, rises 694 metres above sea level. Entirely uninhabited by humans, the site has high biodiversity value with a very high percentage of endemic species, many of them globally threatened. The site is home to endemic plants, mammals, birds"
blue_and_john_crow_mountains,Blue and John Crow Mountains,1356,Mixed,(iii)(x),2,JAM,Latin America and the Caribbean,Americas,,,2015,2010s,10,False,False,26251.6,True,1,Mountain,https://whc.unesco.org/en/list/1356,"The site encompasses a rugged and extensively forested mountainous region in the south-east of Jamaica, which provided refuge first for the indigenous Tainos fleeing slavery and then for Maroons (former enslaved peoples). They resisted the European colonial system in this isolated region by establishing a network of trails, hiding places and settlements, which form the Nanny Town Heritage Route. The forests offered the Maroons everything they needed for their survival. They developed strong spir"
hiraizumi_temples_gardens_and_archaeological_sites_representing_the_buddhist_pure_land,"Hiraizumi – Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land",1277,Cultural,(ii),1,JPN,Asia and the Pacific,Unknown,,,2011,2010s,14,False,False,176.2,True,5,Cultural Landscape,https://whc.unesco.org/en/list/1277,"Hiraizumi - Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land comprises five sites, including the sacred Mount Kinkeisan. It features vestiges of government offices dating from the 11th and 12th centuries when Hiraizumi was the administrative centre of the northern realm of Japan and rivalled Kyoto. The realm was based on the cosmology of Pure Land Buddhism, which spread to Japan in the 8th century. It represented the pure land of Buddha that people aspire to after de"
historic_villages_of_shirakawa_go_and_gokayama,Historic Villages of Shirakawa-go and Gokayama,734,Cultural,(iv)(v),2,JPN,Asia and the Pacific,Unknown,,,1995,1990s,30,False,False,68,True,4,Mountain,https://whc.unesco.org/en/list/734,"Located in a mountainous region that was cut off from the rest of the world for a long period of time, these villages with their Gassho-style houses subsisted on the cultivation of mulberry trees and the rearing of silkworms. The large houses with their steeply pitched thatched roofs are the only examples of their kind in Japan. Despite economic upheavals, the villages of Ogimachi, Ainokura and Suganuma are outstanding examples of a traditional way of life perfectly adapted to the environment an"
sacred_sites_and_pilgrimage_routes_in_the_kii_mountain_range,Sacred Sites and Pilgrimage Routes in the Kii Mountain Range,1142,Cultural,(ii)(iii)(iv),3,JPN,Asia and the Pacific,Unknown,,,2004,2000s,21,False,False,506.4,True,23,Mountain,https://whc.unesco.org/en/list/1142,"Set in the dense forests of the Kii Mountains overlooking the Pacific Ocean, three sacred sites – Yoshino and Omine, Kumano Sanzan, Koyasan – linked by pilgrimage routes to the ancient capital cities of Nara and Kyoto, reflect the fusion of Shinto, rooted in the ancient tradition of nature worship in Japan, and Buddhism, which was introduced from China and the Korean Peninsula. The sites (506.4 ha) and their surrounding forest landscape reflect a persistent and extraordinarily well-documented tr"
petra,Petra,326,Cultural,(i)(iii)(iv),3,JOR,Arab States,Asia,,,1985,1980s,40,False,False,26171,True,1,Mountain,https://whc.unesco.org/en/list/326,"Inhabited since prehistoric times, this Nabataean caravan-city, situated between the Red Sea and the Dead Sea, was an important crossroads between Arabia, Egypt and Syria-Phoenicia. Petra is half-built, half-carved into the rock, and is surrounded by mountains riddled with passages and gorges. It is one of the world's most famous archaeological sites, where ancient Eastern traditions blend with Hellenistic architecture."
mausoleum_of_khoja_ahmed_yasawi,Mausoleum of Khoja Ahmed Yasawi,1103,Cultural,(i)(iii)(iv),3,KAZ,Asia and the Pacific,Unknown,,,2003,2000s,22,False,False,0.55,True,1,Urban,https://whc.unesco.org/en/list/1103,"The Mausoleum of Khoja Ahmed Yasawi, in the town of Yasi, now Turkestan, was built at the time of Timur (Tamerlane), from 1389 to 1405. In this partly unfinished building, Persian master builders experimented with architectural and structural solutions later used in the construction of Samarkand, the capital of the Timurid Empire. Today, it is one of the largest and best-preserved constructions of the Timurid period."
saryarka_steppe_and_lakes_of_northern_kazakhstan,Saryarka – Steppe and Lakes of Northern Kazakhstan,1102,Natural,(ix)(x),2,KAZ,Asia and the Pacific,Unknown,,,2008,2000s,17,False,False,450344,True,5,River/Valley,https://whc.unesco.org/en/list/1102,"Saryarka - Steppe and Lakes of Northern Kazakhstan comprises two protected areas: Naurzum State Nature Reserve and Korgalzhyn State Nature Reserve totalling 450,344 ha. It features wetlands of outstanding importance for migratory water birds, including globally threatened species, among them the extremely rare Siberian white crane, the Dalmatian pelican, Pallas’s fish eagle, to name but a few. These wetlands are key stopover points and crossroads on the Central Asian flyway of birds from Africa,"
petroglyphs_of_the_archaeological_landscape_of_tanbaly,Petroglyphs of the Archaeological Landscape of Tanbaly,1145,Cultural,(iii),1,KAZ,Asia and the Pacific,Unknown,,,2004,2000s,21,False,False,900,True,1,Mountain,https://whc.unesco.org/en/list/1145,"Set around the lush Tanbaly Gorge, amidst the vast, arid Chu-Ili mountains, is a remarkable concentration of some 5,000 petroglyphs (rock carvings) dating from the second half of the second millennium BC to the beginning of the 20th century. Distributed among 48 complexes with associated settlements and burial grounds, they are testimonies to the husbandry, social organization and rituals of pastoral peoples. Human settlements in the site are often multilayered and show occupation through the ag"
phoenix_islands_protected_area,Phoenix Islands Protected Area,1325,Natural,(vii)(ix),2,KIR,Asia and the Pacific,Unknown,,,2010,2010s,15,False,False,40825000,True,1,Coastal,https://whc.unesco.org/en/list/1325,"The Phoenix Island Protected Area (PIPA) is a 408,250 sq.km expanse of marine and terrestrial habitats in the Southern Pacific Ocean. The property encompasses the Phoenix Island Group, one of three island groups in Kiribati, and is the largest designated Marine Protected Area in the world. PIPA conserves one of the world's largest intact oceanic coral archipelago ecosystems, together with 14 known underwater sea mounts (presumed to be extinct volcanoes) and other deep-sea habitats. The area cont"
sacred_mijikenda_kaya_forests,Sacred Mijikenda Kaya Forests,1231,Cultural,(iii)(v),2,KEN,Africa,Africa,,,2008,2000s,17,False,False,1538,True,8,Coastal,https://whc.unesco.org/en/list/1231,"The Mijikenda Kaya Forests consist of 10 separate forest sites spread over some 200 km along the coast containing the remains of numerous fortified villages, known as kayas, of the Mijikenda people. The kayas, created as of the 16th century but abandoned by the 1940s, are now regarded as the abodes of ancestors and are revered as sacred sites and, as such, are maintained as by councils of elders. The site is inscribed as bearing unique testimony to a cultural tradition and for its direct link to"
megalithic_jar_sites_in_xiengkhuang_plain_of_jars,Megalithic Jar Sites in Xiengkhuang – Plain of Jars,1587,Cultural,(iii),1,LAO,Asia and the Pacific,Unknown,,,2019,2010s,6,False,False,174.56,True,15,Cultural Landscape,https://whc.unesco.org/en/list/1587,"The Plain of Jars, located on a plateau in central Laos, gets its name from more than 2,100 tubular-shaped megalithic stone jars used for funerary practices in the Iron Age. This serial property of 15 components contains large carved stone jars, stone discs, secondary burials, tombstones, quarries and funerary objects dating from 500 BCE to 500 CE. The jars and associated elements are the most prominent evidence of the Iron Age civilization that made and used them until it disappeared, around 50"
maloti_drakensberg_park,Maloti-Drakensberg Park,985,Mixed,(i)(iii)(vii)(x),4,"LSO, ZAF",Africa,Africa,,,2000,2000s,25,True,False,249313,True,2,Desert,https://whc.unesco.org/en/list/985,"The Maloti-Drakensberg Park is a transnational property composed of the uKhahlamba Drakensberg National Park in South Africa and the Sehlathebe National Park in Lesotho. The site has exceptional natural beauty in its soaring basaltic buttresses, incisive dramatic cutbacks, and golden sandstone ramparts as well as visually spectacular sculptured arches, caves, cliffs, pillars and rock pools. The site's diversity of habitats protects a high level of endemic and globally important plants. The site "
tyre,Tyre,299,Cultural,(iii),1,LBN,Arab States,Asia,,,1984,1980s,41,False,False,153.8,True,1,Coastal,https://whc.unesco.org/en/list/299,"According to legend, purple dye was invented in Tyre. This great Phoenician city ruled the seas and founded prosperous colonies such as Cadiz and Carthage, but its historical role declined at the end of the Crusades. There are important archaeological remains, mainly from Roman times."
archaeological_site_of_sabratha,Archaeological Site of Sabratha,184,Cultural,(iii),1,LBY,Arab States,Asia,,,1982,1980s,43,False,True,90.534,True,1,Cultural Landscape,https://whc.unesco.org/en/list/184,"A Phoenician trading-post that served as an outlet for the products of the African hinterland, Sabratha was part of the short-lived Numidian Kingdom of Massinissa before being Romanized and rebuilt in the 2nd and 3rd centuries A.D."
archaeological_site_of_leptis_magna,Archaeological Site of Leptis Magna,183,Cultural,(i)(ii)(iii),3,LBY,Arab States,Asia,,,1982,1980s,43,False,True,387.485,True,1,Cultural Landscape,https://whc.unesco.org/en/list/183,"Leptis Magna was enlarged and embellished by Septimius Severus, who was born there and later became emperor. It was one of the most beautiful cities of the Roman Empire, with its imposing public monuments, harbour, market-place, storehouses, shops and residential districts."
andrefana_dry_forests,Andrefana Dry Forests,494,Natural,(vii)(ix)(x),3,MDG,Africa,Africa,,,1990,1990s,35,False,False,734298,True,6,Mountain,https://whc.unesco.org/en/list/494,"This serial property in western Madagascar comprises karstic landscapes and limestone uplands cut into impressive 'tsingy' peaks and a 'forest' of limestone needles, the spectacular canyon of the Manambolo river, rolling hills and high peaks. Undisturbed forests, lakes and mangrove swamps are the habitat for rare and endangered lemurs and birds. The component parts of the property cover almost the full range of ecological and evolutionary variation within the western forests of Madagascar, inclu"
kernave_archaeological_site_cultural_reserve_of_kernave,Kernavė Archaeological Site (Cultural Reserve of Kernavė),1137,Cultural,(iii)(iv),2,LTU,Europe and North America,Europe,,,2004,2000s,21,False,False,194.4,True,1,Urban,https://whc.unesco.org/en/list/1137,"The Kernavė Archaeological site, about 35 km north-west of Vilnius in eastern Lithuania, represents an exceptional testimony to some 10 millennia of human settlements in this region. Situated in the valley of the River Neris, the site is a complex ensemble of archaeological properties, encompassing the town of Kernavė, forts, some unfortified settlements, burial sites and other archaeological, historical and cultural monuments from the late Palaeolithic Period to the Middle Ages. The site of 194"
chongoni_rock_art_area,Chongoni Rock-Art Area,476,Cultural,(iii),1,MWI,Africa,Africa,,,2006,2000s,19,False,False,12640,True,1,Forest,https://whc.unesco.org/en/list/476,"Situated within a cluster of forested granite hills and covering an area of 126.4 km2, high up the plateau of central Malawi, the 127 sites of this area feature the richest concentration of rock art in Central Africa. They reflect the comparatively scarce tradition of farmer rock art, as well as paintings by BaTwa hunter-gatherers who inhabited the area from the late Stone Age. The Chewa agriculturalists, whose ancestors lived there from the late Iron Age, practised rock painting until well into"
lake_malawi_national_park,Lake Malawi National Park,289,Natural,(vii)(ix)(x),3,MWI,Africa,Africa,,,1984,1980s,41,False,False,9400,True,1,Mountain,https://whc.unesco.org/en/list/289,"Located at the southern end of the great expanse of Lake Malawi, with its deep, clear waters and mountain backdrop, the national park is home to many hundreds of fish species, nearly all endemic. Its importance for the study of evolution is comparable to that of the finches of the Galapagos Islands."
forest_research_institute_malaysia_forest_park_selangor,Forest Research Institute Malaysia Forest Park Selangor,1734,Cultural,(iv),1,MYS,Asia and the Pacific,Unknown,,,2025,2020s,0,False,False,589,True,1,Forest,https://whc.unesco.org/en/list/1734,"Located 16 km northwest of Kuala Lumpur, the property is a human-made tropical rainforest established on degraded tin-mining land from the 1920s. It includes scientific, residential, and service buildings, water bodies, and trails. The site represents a pioneering reforestation effort, successfully transforming barren land into a mature lowland tropical forest, showcasing early ecological restoration and sustainable land rehabilitation practices."
kinabalu_park,Kinabalu Park,1012,Natural,(ix)(x),2,MYS,Asia and the Pacific,Unknown,,,2000,2000s,25,False,False,75370,True,1,Mountain,https://whc.unesco.org/en/list/1012,"Kinabalu Park, in the State of Sabah on the northern end of the island of Borneo, is dominated by Mount Kinabalu (4,095 m), the highest mountain between the Himalayas and New Guinea. It has a very wide range of habitats, from rich tropical lowland and hill rainforest to tropical mountain forest, sub-alpine forest and scrub on the higher elevations. It has been designated as a Centre of Plant Diversity for Southeast Asia and is exceptionally rich in species with examples of flora from the Himalay"
melaka_and_george_town_historic_cities_of_the_straits_of_malacca,"Melaka and George Town, Historic Cities of the Straits of Malacca",1223,Cultural,(ii)(iii)(iv),3,MYS,Asia and the Pacific,Unknown,,,2008,2000s,17,False,False,154.68,True,2,Urban,https://whc.unesco.org/en/list/1223,"Melaka and George Town, historic cities of the Straits of Malacca have developed over 500 years of trading and cultural exchanges between East and West in the Straits of Malacca. The influences of Asia and Europe have endowed the towns with a specific multicultural heritage that is both tangible and intangible. With its government buildings, churches, squares and fortifications, Melaka demonstrates the early stages of this history originating in the 15th-century Malay sultanate and the Portugues"
cliff_of_bandiagara_land_of_the_dogons,Cliff of Bandiagara (Land of the Dogons),516,Mixed,(v)(vii),2,MLI,Africa,Africa,,,1989,1980s,36,False,False,327390,True,2,Cultural Landscape,https://whc.unesco.org/en/list/516,"The Bandiagara site is an outstanding landscape of cliffs and sandy plateaux with some beautiful architecture (houses, granaries, altars, sanctuaries and Togu Na, or communal meeting-places). Several age-old social traditions live on in the region (masks, feasts, rituals, and ceremonies involving ancestor worship). The geological, archaeological and ethnological interest, together with the landscape, make the Bandiagara plateau one of West Africa's most impressive sites."
old_towns_of_djenne,Old Towns of Djenné,116,Cultural,(iii)(iv),2,MLI,Africa,Africa,,,1988,1980s,37,False,True,0,True,5,Coastal,https://whc.unesco.org/en/list/116,"Inhabited since 250 B.C., Djenné became a market centre and an important link in the trans-Saharan gold trade. In the 15th and 16th centuries, it was one of the centres for the propagation of Islam. Its traditional houses, of which nearly 2,000 have survived, are built on hillocks (toguere) as protection from the seasonal floods."
hal_saflieni_hypogeum,Ħal Saflieni Hypogeum,130,Cultural,(iii),1,MLT,Europe and North America,Europe,,,1980,1980s,45,False,False,0.13,True,1,Cultural Landscape,https://whc.unesco.org/en/list/130,"The Hypogeum is an enormous subterranean structure excavated c. 2500 B.C., using cyclopean rigging to lift huge blocks of coralline limestone. Perhaps originally a sanctuary, it became a necropolis in prehistoric times."
bikini_atoll_nuclear_test_site,Bikini Atoll Nuclear Test Site,1339,Cultural,(iv),1,MHL,Asia and the Pacific,Unknown,,,2010,2010s,15,False,False,73500,True,1,Coastal,https://whc.unesco.org/en/list/1339,"In the wake of World War II, in a move closely related to the beginnings of the Cold War, the United States of America decided to resume nuclear testing in the Pacific Ocean, on Bikini Atoll in the Marshall archipelago. After the displacement of the local inhabitants, 67 nuclear tests were carried out from 1946 to 1958, including the explosion of the first H-bomb (1952). Bikini Atoll has conserved direct tangible evidence that is highly significant in conveying the power of the nuclear tests, i."
city_of_valletta,City of Valletta,131,Cultural,(i),1,MLT,Europe and North America,Europe,,,1980,1980s,45,False,False,55.5,True,1,Cultural Landscape,https://whc.unesco.org/en/list/131,"The capital of Malta is inextricably linked to the history of the military and charitable Order of St John of Jerusalem. It was ruled successively by the Phoenicians, Greeks, Carthaginians, Romans, Byzantines, Arabs and the Order of the Knights of St John. Valletta’s 320 monuments, all within an area of 55 ha, make it one of the most concentrated historic areas in the world."
aapravasi_ghat,Aapravasi Ghat,1227,Cultural,,0,MUS,Africa,Africa,,,2006,2000s,19,False,False,0.164,True,1,Coastal,https://whc.unesco.org/en/list/1227,"In the district of Port Louis, lies the 1,640 m2 site where the modern indentured labour diaspora began. In 1834, the British Government selected the island of Mauritius to be the first site for what it called ‘the great experiment’ in the use of ‘free’ labour to replace slaves. Between 1834 and 1920, almost half a million indentured labourers arrived from India at Aapravasi Ghat to work in the sugar plantations of Mauritius, or to be transferred to Reunion Island, Australia, southern and easter"
landscape_of_the_pico_island_vineyard_culture,Landscape of the Pico Island Vineyard Culture,1117,Cultural,(iii)(v),2,PRT,Europe and North America,Europe,,,2004,2000s,21,False,False,987,True,3,Coastal,https://whc.unesco.org/en/list/1117,"The 987-ha site on the volcanic island of Pico, the second largest in the Azores archipelago, consists of a remarkable pattern of spaced-out, long linear walls running inland from, and parallel to, the rocky shore. The walls were built to protect the thousands of small, contiguous, rectangular plots (currais) from wind and seawater. Evidence of this viniculture, whose origins date back to the 15th century, is manifest in the extraordinary assembly of the fields, in houses and early 19th-century "
agave_landscape_and_ancient_industrial_facilities_of_tequila,Agave Landscape and Ancient Industrial Facilities of Tequila,1209,Cultural,(ii)(iv)(v),3,MEX,Latin America and the Caribbean,Americas,,,2006,2000s,19,False,False,35018.852,True,2,Urban,https://whc.unesco.org/en/list/1209,"The 34,658 ha site, between the foothills of the Tequila Volcano and the deep valley of the Rio Grande River, is part of an expansive landscape of blue agave, shaped by the culture of the plant used since the 16th century to produce tequila spirit and for at least 2,000 years to make fermented drinks and cloth. Within the landscape are working distilleries reflecting the growth in the international consumption of tequila in the 19th and 20th centuries. Today, the agave culture is seen as part of"
aranjuez_cultural_landscape,Aranjuez Cultural Landscape,1044,Cultural,(ii)(iv),2,ESP,Europe and North America,Europe,,,2001,2000s,24,False,False,2047.5601,True,1,Forest,https://whc.unesco.org/en/list/1044,"The Aranjuez cultural landscape is an entity of complex relationships: between nature and human activity, between sinuous watercourses and geometric landscape design, between the rural and the urban, between forest landscape and the delicately modulated architecture of its palatial buildings. Three hundred years of royal attention to the development and care of this landscape have seen it express an evolution of concepts from humanism and political centralization, to characteristics such as thos"
archaeological_zone_of_paquime_casas_grandes,"Archaeological Zone of Paquimé, Casas Grandes",560,Cultural,(iii)(iv),2,MEX,Latin America and the Caribbean,Americas,,,1998,1990s,27,False,False,146.72,True,1,Cultural Landscape,https://whc.unesco.org/en/list/560,"Paquimé, Casas Grandes, which reached its apogee in the 14th and 15th centuries, played a key role in trade and cultural contacts between the Pueblo culture of the south-western United States and northern Mexico and the more advanced civilizations of Mesoamerica. The extensive remains, only part of which have been excavated, are clear evidence of the vitality of a culture which was perfectly adapted to its physical and economic environment, but which suddenly vanished at the time of the Spanish "
archipielago_de_revillagigedo,Archipiélago de Revillagigedo,1510,Natural,(vii)(ix)(x),3,MEX,Latin America and the Caribbean,Americas,,,2016,2010s,9,False,False,636685.375,True,4,Mountain,https://whc.unesco.org/en/list/1510,"Located in the eastern Pacific Ocean, this archipelago is made up of four remote islands and their surrounding waters: San Benedicto, Socorro, Roca Partida and Clarión. This archipelago is part of a submerged mountain range, with the four islands representing the peaks of volcanoes emerging above sea level. The islands provide critical habitat for a range of wildlife and are of particular importance for seabirds. The surrounding waters have a remarkable abundance of large pelagic species, such a"
el_pinacate_and_gran_desierto_de_altar_biosphere_reserve,El Pinacate and Gran Desierto de Altar Biosphere Reserve,1410,Natural,(vii)(viii)(x),3,MEX,Latin America and the Caribbean,Americas,,,2013,2010s,12,False,False,714566,True,1,Coastal,https://whc.unesco.org/en/list/1410,"The 714,566 hectare site comprises two distinct parts: the dormant volcanic Pinacate Shield of black and red lava flows and desert pavements to the east, and, in the west, the Gran Altar Desert with its ever changing and varied sand dunes that can reach a height of 200 metres. This landscape of dramatic contrast notably features linear, star and dome dunes as well as several arid granite massifs, some as high as 650 metres. The dunes emerge like islands from the sea of sand and harbour distinct "
historic_centre_of_mexico_city_and_xochimilco,Historic Centre of Mexico City and Xochimilco,412,Cultural,(ii)(iii)(iv)(v),4,MEX,Latin America and the Caribbean,Americas,,,1987,1980s,38,False,False,3010.86,True,4,Coastal,https://whc.unesco.org/en/list/412,"Built in the 16th century by the Spanish on the ruins of Tenochtitlan, the old Aztec capital, Mexico City is now one of the world's largest and most densely populated cities. It has five Aztec temples, the ruins of which have been identified, a cathedral (the largest on the continent) and some fine 19th- and 20th-century public buildings such as the Palacio de las Bellas Artes. Xochimilco lies 28 km south of Mexico City. With its network of canals and artificial islands, it testifies to the effo"
